,ENSG00000230107,ENSG00000243811,ENSG00000100336,ENSG00000131100,ENSG00000100290,ENSG00000133466,ENSG00000188511,ENSG00000100147,ENSG00000093010,ENSG00000244752,ENSG00000100368,ENSG00000100243,ENSG00000100197,ENSG00000167065,ENSG00000100376,ENSG00000100116,ENSG00000069998,ENSG00000167077,ENSG00000243156,ENSG00000198951,ENSG00000184983,ENSG00000184117,ENSG00000226328,ENSG00000100266,ENSG00000130943,ENSG00000100417,ENSG00000128408,ENSG00000189306,ENSG00000198832,ENSG00000099956,ENSG00000077935,ENSG00000183172,ENSG00000099940,ENSG00000100321,ENSG00000167074,ENSG00000159958,ENSG00000170638,ENSG00000100300,ENSG00000075234,ENSG00000100304,ENSG00000183066,ENSG00000128245
NA20509,0.28884465,21.889261,0.34993556,45.13546,10.689139,0.960462,3.6524403,2.591547,31.97299,0.8240355,9.752432,51.433083,0.41493446,2.3593903,6.547678,3.5137775,21.53353,10.475465,1.8967173,13.000895,66.496735,35.943836,4.1073456,26.840504,0.02242381,15.2360325,0.28486004,58.59531,2.9324074,58.39681,0.08489502,26.89062,15.498177,2.4579394,1.3200703,27.205029,30.617508,61.054596,9.188214,41.722397,0.38650894,72.06324
NA20510,0.44839013,14.503497,0.271448,40.61751,7.394609,0.9134738,2.4430041,2.7820277,37.40792,0.38370287,6.043294,58.512634,0.38472897,2.0088332,3.8488057,4.910471,27.630377,14.873315,2.5314996,13.656012,73.597755,33.98391,3.4101348,30.844059,0.028047835,12.56291,0.91288435,16.839788,3.4988127,56.436462,0.10421815,24.126883,18.132402,1.6672682,2.2210078,21.050089,23.857409,29.341507,8.759657,25.748926,0.42112583,73.770096
NA20512,0.53111196,21.44126,0.18899551,44.220127,9.869649,1.4067645,2.6841474,3.6085212,35.56766,0.042025376,5.9372997,44.458305,0.7994391,1.8825543,9.132959,8.546128,38.60828,11.14734,2.6396503,12.1023035,76.88339,37.468246,2.5292096,33.966217,0.041734975,15.636053,1.6984986,10.774336,1.1737748,66.28065,0.22169526,5.587761,18.161112,0.40114668,1.3334081,15.581572,28.138275,46.162575,8.242262,26.891493,0.4487576,71.66984
NA20515,0.28122783,15.7534275,0.079702996,29.920553,2.1865413,0.9382454,4.1814756,3.6011553,36.246796,0.33441225,10.82008,41.214314,0.28984967,2.1597507,11.861012,5.361389,28.906525,13.432538,0.81477153,12.83409,61.929535,29.713543,2.2322586,28.00338,0.02972068,13.9402685,1.945317,20.531635,2.2656386,54.374035,0.21722603,35.00156,15.574101,3.3340495,1.5604844,22.899199,24.767506,39.02474,7.914932,31.201118,0.34235236,71.63133
NA20516,0.12557572,18.754076,0.41563267,37.21646,2.6494312,1.372001,3.803248,3.4824302,42.260044,0.74872804,4.5694895,51.279972,0.22783528,1.7183677,8.412686,4.2558684,26.421202,8.224935,1.8818046,11.800057,77.932846,45.763134,2.9232035,16.848019,0.029143225,14.269838,2.361693,74.392334,2.4118207,57.90687,0.21988158,41.06729,15.147257,2.422703,1.7491083,25.096462,22.793657,37.248615,10.356947,33.727024,0.52626354,70.18403
NA20521,0.19202627,19.18354,0.19339362,34.38095,1.0035241,0.63455623,2.502938,6.903294,30.399883,0.40548933,8.08018,42.573788,0.30049914,2.67225,6.8828425,4.3111515,31.164974,16.602768,0.90092057,13.340277,78.41736,38.423115,3.239591,12.843851,0.01747557,10.774778,1.0384755,92.74889,6.341177,69.55584,0.09450166,29.493368,13.37431,8.163063,1.6839117,22.052948,26.306274,35.76331,13.972382,35.500103,0.5856096,64.31625
NA20524,0.2176468,17.398712,-0.019031726,33.645058,3.833155,1.262495,2.7684894,2.3336904,38.263237,0.39356032,5.730455,46.012703,0.29892826,2.723634,6.046957,7.054214,27.701159,12.140371,1.3692957,12.730127,68.666756,28.842545,2.4703765,17.949966,0.067647174,16.214901,0.9628636,34.102047,3.3440373,79.21474,0.30896142,33.563694,17.561722,5.2736635,1.5491081,18.915869,24.65846,41.2422,8.084757,26.964218,0.36627328,64.974754
NA20527,0.40454826,19.625988,0.2165461,38.45024,2.3767874,1.1313244,4.0260625,3.2446988,35.93714,0.3747321,5.6843915,42.466057,0.7676332,1.7387202,7.7239823,7.4287887,29.925627,20.319136,2.2260828,14.322564,73.202065,29.641241,3.5401943,44.17376,0.03414641,12.016696,0.98094606,35.453533,2.6808736,70.85864,0.24023172,16.784706,15.533962,4.846763,2.5156934,19.42944,24.133142,37.020527,7.747693,26.199219,0.12712821,75.68389
NA20529,0.27315852,16.73757,0.0857601,32.585915,4.398803,0.95662266,2.87196,2.5757937,39.064075,1.8283327,8.08691,34.832745,0.42141697,2.1426635,9.810368,6.295624,35.03081,14.43938,1.2061824,9.978724,105.79421,43.195065,2.920043,34.65949,0.022508018,15.605876,0.7406667,18.061144,2.2679732,63.292896,0.116458654,52.15838,13.052952,3.024051,1.1593784,20.1113,24.617714,20.610447,12.034213,34.247208,0.51820976,62.503666
NA20530,0.46247774,19.767036,0.046176013,38.95898,3.4553676,1.3004165,3.7947602,4.2285094,31.774166,0.8499058,6.2239585,40.29029,0.2930414,2.4217098,2.63138,10.039967,28.210289,9.860551,0.31552383,12.443371,63.242203,49.190437,1.7637434,16.540134,0.018547371,17.364622,1.174425,28.53254,2.2379565,99.285614,0.09855858,25.3898,15.418679,3.8057256,2.2498405,17.637396,21.037735,27.467741,10.575997,29.894342,1.2525122,69.33521
NA20531,0.2595129,17.48843,0.38006598,39.64427,3.4290147,0.89685947,3.8472023,3.8196154,46.779095,1.0334417,16.782484,49.103252,0.63553596,2.7921727,10.465909,4.0513825,29.50219,14.884984,1.2329465,13.962526,95.40234,35.288616,3.8484626,25.417822,0.080039605,15.610193,2.704733,23.847769,3.4740512,73.03513,2.1442049,27.670666,14.664661,0.24404617,1.3887957,31.453465,23.931217,35.073044,11.243113,32.50204,0.5127451,62.277325
NA20532,0.27092767,20.562859,0.12328907,43.795662,1.4136524,0.78534096,2.2255356,4.0731177,30.917309,0.8725044,4.409918,47.40482,0.6600353,2.3069205,7.512519,8.0612135,29.268133,15.18233,1.8631754,10.7471485,73.38457,33.326565,2.226296,17.372711,0.010793868,12.154261,1.9336584,39.96295,4.369481,62.484367,0.35980144,20.157972,14.000972,4.118548,1.7526065,21.750584,23.79586,47.022724,10.339461,28.315529,5.7915697,79.82677
NA20534,0.32887563,20.52204,0.040366184,34.846344,3.072221,1.6794832,4.7798405,3.9905195,31.888124,0.4633589,5.287451,63.47958,0.4238231,2.1433094,5.7308207,6.6694784,27.796652,14.590361,0.8053637,12.58233,27.16275,21.40154,3.3799155,34.49546,0.04765783,15.258849,0.5457467,34.679504,2.1568542,68.48236,0.0050331755,26.149178,14.902442,-0.6695252,1.8963662,21.469677,26.495283,34.311237,6.0172124,34.65509,0.2660497,67.4812
NA20535,0.44961306,22.189837,0.091822624,49.06857,2.5845997,1.0368353,3.223505,2.5061393,33.396973,1.1404351,7.367214,45.621277,0.21748273,2.2694035,14.067355,10.756121,26.101942,11.946556,2.5900967,9.598097,70.11099,43.821743,2.9719605,22.016413,0.017424384,16.534248,0.1698083,21.479557,3.0348492,63.866596,0.053310137,37.143867,13.154559,2.815557,1.4138417,22.219479,27.900936,30.54609,10.242976,34.195637,0.09973326,67.27483
NA20536,0.2956865,20.523598,0.07412753,37.734222,3.1040494,1.8721887,2.7072694,4.626537,34.33769,0.3729007,8.627317,43.897766,0.19594489,1.9758744,6.50994,7.7120376,27.940113,10.629071,0.9915384,11.414315,78.43323,32.70506,1.9465716,19.412163,0.0184794,13.889407,0.54630303,29.795681,0.8635428,75.82124,-0.023487033,32.648098,14.171437,3.9427583,2.1369054,19.236567,25.840387,39.98427,9.92721,25.969763,0.6444999,72.65524
NA20540,0.44358745,17.902681,0.06218274,44.347054,6.9266944,0.8803527,3.8762095,2.6280413,37.73709,0.5270835,5.103153,48.44676,0.12565643,2.0314546,5.334805,3.507849,28.227877,16.083149,1.6455377,10.865968,79.37257,29.86352,3.821608,25.059715,0.018834123,11.156455,1.6952773,19.171911,4.2311354,67.09147,0.28095412,17.136255,12.39675,6.4065065,1.4886025,31.83606,27.574085,22.605068,11.408653,29.524822,0.44424507,64.764496
NA20541,0.2508016,20.655418,0.52802235,32.00186,5.1594434,1.5222595,5.074575,2.8868892,60.956142,0.022674028,6.467905,35.40456,0.24392942,1.2474732,16.192032,5.107968,23.95544,11.13048,7.103075,12.657892,97.05667,26.292156,3.2375548,14.617835,0.059523117,16.545128,1.0451037,42.15615,2.2308085,60.344074,0.17025408,30.075531,17.260775,2.7040365,1.6689444,27.159452,24.432037,40.727993,6.668586,37.302002,0.32176232,69.60379
NA20544,0.434084,18.102306,0.22676605,36.022,1.6804149,1.0108358,2.934755,5.054282,32.90174,1.7946767,6.8150015,54.91294,0.7253137,2.2810268,9.672987,6.1352215,28.338211,9.707149,1.8587596,12.757548,27.089132,31.917992,3.1428668,19.263815,0.030352034,11.662606,2.2472413,69.104706,1.8742357,57.958263,0.6126739,31.206915,12.756789,1.2786703,1.4612027,23.31358,23.457296,36.98156,14.971193,35.320362,0.3637475,69.52847
NA20581,0.22007306,17.799915,0.07812244,37.172665,2.9908855,1.3209846,2.700632,2.2818584,38.26972,0.19369254,6.2088146,32.846172,0.31761897,2.1416967,11.973138,5.6523986,35.112083,13.239114,4.298014,10.5027895,60.307312,34.48481,3.0690084,21.184214,0.061777897,11.952408,0.29449064,31.106047,3.7112746,55.687534,-0.0231747,27.222511,14.586193,5.7207923,1.0983344,24.505484,30.26569,54.511852,8.135155,41.073906,0.43018734,72.30136
NA20582,0.53314465,23.175255,0.5295545,40.26108,0.1541583,1.0387123,3.5298905,3.4982152,36.286907,0.48895574,2.100975,39.786922,0.44752792,2.5080392,24.443842,4.220365,29.945168,12.227945,1.8772552,12.8088,94.78686,41.152424,3.1592298,17.672142,0.03786544,13.799133,0.027571492,26.122648,2.388933,61.441994,-0.03682554,26.888327,14.87759,0.21789618,1.176124,17.96759,28.520409,57.844517,8.637598,31.014421,0.7928312,70.64116
NA20585,0.34136748,24.44103,0.031533826,38.830425,1.7645253,0.7522842,4.0394607,2.23438,28.343185,-0.016562823,2.2536771,51.02109,0.31282383,1.9793674,8.092901,5.4041796,27.246836,9.5979595,1.766152,11.733476,81.64202,42.876778,3.147798,27.397455,0.09621325,15.487101,2.0076613,31.418106,4.450377,104.895966,-0.012557748,24.93876,17.32228,12.9195795,2.4070225,18.425323,25.892971,32.799404,9.749766,25.897789,-0.16196972,76.54834
NA20586,0.30266747,21.652775,0.06435143,37.653996,3.2203488,1.1945113,3.1919904,6.9491744,69.19948,0.0218071,5.9530177,49.806866,0.2512155,1.6091743,11.199163,5.7723436,25.010965,12.805798,1.2302616,8.921106,81.25284,30.635597,3.4783928,27.914246,0.050437614,13.938057,1.8749213,54.910114,3.2611756,94.61634,0.17604406,9.423926,14.183283,1.4217187,2.4312408,21.46095,21.446468,31.535011,8.805854,19.757147,0.4800098,65.60079
NA20588,0.3249505,15.470136,-0.03707321,46.149216,2.9166248,0.6584155,4.628933,4.4096265,40.690075,0.7635012,3.3859086,44.987373,0.06327187,1.8682168,5.390294,5.7897224,31.968674,9.228649,0.47258306,13.28873,81.080505,31.384312,2.6537144,60.17067,0.011960713,10.126603,0.7854789,29.59845,1.592632,54.304756,0.04018793,24.966675,13.674576,4.2988276,1.6042739,17.008963,23.882677,55.475056,5.5822473,35.961292,0.44614258,71.03682
NA20589,0.12028047,16.06723,0.17763421,34.550243,3.6138566,1.01269,3.9557118,1.9761997,29.275011,0.22200066,8.400683,50.241924,0.35490784,1.8497046,8.881254,7.204406,23.357937,14.805011,1.4960222,10.728203,71.05657,37.88812,2.384925,20.100683,0.047726247,11.2995205,1.4117888,38.945553,2.2727275,85.289825,0.2801383,30.316349,16.365858,10.87029,2.3959045,25.941324,25.243143,42.250984,6.0964117,26.136034,0.5866546,69.372795
NA20754,0.44726372,17.134872,0.13435024,40.40346,2.8807127,1.2346007,4.9494605,3.2542484,40.688316,0.6138992,7.7610593,44.831333,0.23323272,1.6448632,8.817924,10.834263,23.811666,10.453093,2.3287222,13.307418,53.17652,36.841007,2.2909212,15.029747,0.048919868,14.427252,2.1356301,33.821907,3.6806762,62.61014,0.48870745,34.535442,15.513828,12.956432,1.1148391,20.068336,23.11628,33.009594,9.041103,33.95207,0.47200257,65.0331
NA20756,0.27036452,21.843498,0.5280805,39.0092,3.1079922,0.9790413,4.071267,2.258753,53.564354,1.0097406,6.6486473,38.37928,0.2784581,2.5912483,10.97983,4.261868,24.524452,12.15596,1.7256136,11.415832,56.184494,34.314434,2.3567188,26.315132,0.011693767,12.3377905,0.8659036,39.34587,2.8998692,68.1752,0.1312527,15.523811,13.738732,5.3205953,1.6908709,24.863949,23.937105,35.625107,8.5217705,29.236439,0.3760013,82.677826
NA20758,0.4825121,17.344368,0.06256779,38.308468,2.2654552,0.8216309,3.393004,4.2012105,37.30087,0.39361292,11.21266,44.58061,0.40435603,2.308099,11.19857,5.73141,24.523909,12.603594,1.6686853,11.931998,67.264984,50.08685,2.5265183,28.406458,0.027129916,12.621248,1.5026442,19.91818,3.0367565,60.816154,0.29429936,22.020117,13.41544,3.1981764,1.324244,22.216309,25.373343,36.433693,8.5411005,26.632647,0.5290011,69.66285
NA20760,0.088830434,21.460949,0.14223912,42.340652,1.5604928,1.4138204,2.8700871,6.3170185,35.0423,-0.013467592,3.6561303,46.08702,0.4247601,2.1104782,7.9405975,5.5506964,26.66525,17.370436,1.9681498,11.475789,75.76312,52.367775,2.2126179,20.796968,0.056584474,14.927372,1.1647698,34.555904,3.014282,71.32236,0.045497466,5.302649,14.550762,9.43548,2.0132792,19.632545,24.011154,43.03832,10.171083,28.882547,0.16120309,62.37934
NA20761,0.11821697,33.454838,0.04810922,61.800323,1.5191617,0.6680798,3.468884,5.6676974,28.11864,0.44253117,4.473556,61.014824,0.17233737,1.826188,10.700616,5.3620157,27.256926,16.269495,0.2951863,12.56773,88.19236,38.397247,2.8971753,36.35178,0.028125247,14.078553,1.3411161,39.711777,6.2910953,50.900692,1.2375326,22.366821,14.339178,7.3210335,1.6880745,2.3615637,27.030867,50.101765,7.478906,26.944706,0.4188479,70.6093
NA20765,0.2609243,21.276823,1.330916,38.840305,2.3383152,0.6976926,4.523527,6.6986513,34.219887,0.32041225,4.5579476,59.235634,0.3300509,1.8857938,8.251272,8.36156,27.176876,11.93026,0.04475831,10.710264,71.183525,31.202011,2.603772,47.596313,0.021944825,14.277161,2.0668511,31.777346,3.9121802,61.53152,0.62653804,12.541051,13.487621,3.553382,1.8268106,20.176434,20.882214,39.652245,8.947247,31.224342,0.8562132,65.9211
NA20766,0.36047095,19.776299,0.52661425,38.234543,3.2933471,1.4326696,2.919411,3.4335883,37.900887,0.42511773,8.413419,57.28247,0.27042297,1.9789093,11.072046,2.4753966,28.094204,14.945528,1.60816,12.132225,80.08002,34.891796,2.4314454,33.926373,0.05398023,15.158659,0.3491873,44.24523,4.3951974,58.15252,0.024000723,20.427519,14.226502,0.8480798,1.5905546,17.172525,24.744251,25.195202,7.9575176,26.441334,0.54647607,79.25051
NA20768,0.19172588,15.299725,0.1434003,30.338057,3.5864213,0.6178759,2.9675438,2.623795,30.076939,0.2925548,9.983235,37.677692,0.19487011,1.536113,22.603441,5.6028805,28.371008,7.9936795,2.741884,12.891,70.21221,33.389797,2.7428932,17.520477,0.012339965,13.838202,0.5875807,21.29571,1.0953519,53.881035,0.053838912,24.718424,12.763631,5.3395042,1.8284727,16.214964,23.634726,49.06756,7.831012,24.797117,0.3595488,62.309963
NA20769,0.23980743,19.746477,0.28715855,36.828922,5.5505295,1.0845168,5.1120596,3.8810656,44.04757,0.13550393,3.442888,41.639545,0.3724615,2.1345785,8.165132,8.624653,30.23031,17.292347,0.6390872,12.548176,75.85733,29.9488,3.0324578,36.742413,0.036817256,12.265562,1.2903886,39.584446,2.4931488,77.247894,0.15302871,21.112312,14.051069,3.5981684,1.9707304,19.543861,30.374147,35.2093,9.17034,36.404804,0.32650244,67.96425
NA20773,0.15847096,26.354431,0.15531836,45.035637,4.876035,1.0968295,5.880675,3.484574,26.282974,0.2014368,8.92243,52.66397,0.21372883,1.934373,8.406115,4.883262,33.420803,11.459792,0.65859044,13.020126,83.32931,34.416733,2.608127,25.179577,0.044023115,13.343923,2.3831553,36.346745,4.830142,88.1751,0.2524421,13.835335,14.65844,1.099099,1.1412624,22.061934,26.712896,31.117058,8.931028,29.61623,0.64650214,72.65883
NA20774,0.29436782,15.6690035,0.067321904,36.39583,1.1187438,0.7877263,2.0658257,3.778907,68.81349,0.24270596,8.447456,55.128777,0.8611264,1.2345445,23.082415,6.6061115,22.612312,15.475376,2.1386206,12.242255,79.43153,28.565296,3.3443122,28.371328,0.03531368,12.412472,0.72370183,42.061687,3.7117212,59.275936,0.1117398,33.416874,13.938981,4.9469366,1.2897775,19.461727,22.711504,36.11023,7.2398143,29.260735,0.1925334,69.14432
NA20778,0.29570803,10.607552,0.065281905,34.672337,2.612839,0.93635046,6.17617,4.716298,34.53205,-0.10784735,5.5501294,54.744793,0.30435902,2.3370445,8.448567,5.6698914,22.567497,15.843327,3.525849,13.3798485,73.95117,23.888378,3.3088233,56.029552,0.044626474,11.826117,1.0426213,57.687626,4.671176,57.633934,-0.030696483,38.04266,17.186337,4.494864,1.3354719,23.365957,22.96011,21.911062,8.080826,36.87832,0.9397293,72.08857
NA20783,0.77925634,20.915895,0.80750805,46.99841,9.316515,1.4163204,1.9660375,4.1430655,35.29565,0.6058813,14.890602,69.52407,0.47601625,2.6066144,6.613528,4.9287157,23.014477,11.054986,1.5769794,15.495621,104.97957,40.0351,3.879365,18.308662,0.011884859,12.197605,0.6407981,32.63706,4.1713133,106.06836,0.18055505,20.017916,18.89913,5.403534,2.504568,21.372303,29.353504,28.794611,9.980101,29.613266,0.3788025,72.03561
NA20785,0.3236464,21.835218,0.4046469,48.925053,-0.69467807,2.145502,3.961793,7.0257444,32.51243,0.82227594,7.0846257,50.05837,0.12563872,1.9746137,3.4991345,3.3253872,14.466909,6.4415507,3.7222433,10.824813,31.209846,48.716175,3.0024416,35.346657,0.058072284,10.887232,0.3167941,12.139532,1.9515997,57.88775,-0.074351825,29.64009,20.868755,1.9944507,3.4080765,12.312144,18.66207,22.652624,13.222968,22.47542,0.49989143,57.37158
NA20786,0.1973014,15.719104,-0.06267544,28.377981,1.4559494,1.5360788,4.8369083,3.333132,35.491528,0.24602444,4.8139043,55.44063,0.1811415,1.7730194,18.314909,5.123596,24.939903,14.602872,2.726805,10.584571,92.40503,53.353355,4.1004896,35.543915,0.0008086424,10.707354,2.4041436,18.539297,3.2486527,58.07131,0.4588207,31.563213,15.029415,17.32612,2.9027486,17.558804,26.584415,23.8758,9.382788,29.530767,0.43623036,62.462547
NA20787,0.45476854,19.22198,0.18105099,47.49516,2.3123345,1.4069699,2.8569992,3.7998507,29.748941,1.7464969,13.400581,47.239796,0.18526848,1.3371804,36.9565,9.673092,28.98222,13.820472,0.874118,13.274733,69.4411,43.56643,2.8707988,29.654116,0.018599104,13.673483,1.0575154,58.581917,6.843484,85.912834,0.23362282,12.799025,16.690346,2.4333613,1.3401911,24.142807,31.473755,33.220207,8.875658,29.590172,0.34568137,79.71701
NA20790,0.4321579,21.21798,0.15911888,37.178104,1.0392193,1.5568824,3.881051,3.2897372,37.562824,0.18185349,3.897506,50.525417,0.38276315,2.7396586,6.030584,6.0636926,24.53903,13.017257,0.21638745,11.171111,82.07179,36.1324,1.3592532,23.094051,0.014564881,18.775505,2.330592,23.945585,2.916955,93.76011,0.22551742,29.017603,17.668135,12.311775,2.6198692,12.16814,24.363571,30.878126,8.264762,20.654009,0.25902265,66.82829
NA20792,0.39178768,24.517448,0.067362525,47.50542,0.19896057,1.2750347,1.7237667,5.473048,41.502422,0.0030747214,1.1623875,69.88346,0.15740201,3.020676,26.78927,1.8224092,7.0783567,15.874626,1.4222715,17.376375,82.17081,37.285255,3.6467865,40.085274,0.023029346,16.831362,0.17423825,26.250202,7.531474,50.124023,0.059853643,28.261982,21.798565,-1.060757,1.5832131,14.063997,21.027815,6.257189,15.229155,15.666694,0.4361306,61.518417
NA20795,0.5177929,18.206013,0.037056424,41.26317,3.1209369,0.79086727,1.1847557,3.1730757,59.61391,0.41666088,6.9551277,46.207382,0.55016947,1.8009369,7.2345114,7.623248,29.686089,13.707262,2.197477,12.33252,65.84363,38.786163,2.6685095,18.908066,0.038401518,13.102901,0.05757126,39.20362,4.45102,70.427574,0.062897906,25.919827,12.336474,1.5453856,1.4135423,22.897888,26.324894,39.33923,10.16957,34.932728,0.54381603,67.67074
NA20796,0.4880143,18.784864,0.139358,38.12573,3.3121786,0.9306508,3.5154657,4.0588255,35.81058,0.6054516,9.633649,40.24319,0.07660085,2.9448218,8.514723,3.2624283,27.249159,12.361503,0.51812184,10.876017,70.08508,30.574997,3.0759242,33.723232,0.027888058,10.270691,1.2409346,61.87443,2.9120982,62.71034,0.38095707,20.28145,15.1844,0.5339788,1.9272466,19.458551,22.490053,45.04575,8.284817,38.23508,0.6366455,70.56805
NA20798,0.3243782,20.631998,0.5325986,38.908867,5.2003183,1.29395,3.74254,2.351307,33.48707,0.01563099,5.239407,51.99468,0.2106223,2.0137045,5.5553174,5.2276387,28.75832,21.32379,1.6784064,12.225333,77.973785,34.57403,3.0172353,33.11049,0.043565873,12.464973,2.4351375,49.76636,1.7948964,84.25345,0.6465254,38.373707,14.604835,11.430322,2.044075,21.358229,25.16564,37.12185,8.933974,32.592213,0.442859,92.15156
NA20799,0.40888047,19.440125,0.0978182,30.98363,1.9132904,0.88007504,2.8358486,3.1604366,28.01843,0.3898094,3.640114,61.569035,0.5959837,1.7944442,10.892223,7.093193,26.629726,12.035762,1.6547406,14.655083,60.688545,28.06549,2.92016,23.53891,0.01864827,17.691029,4.342575,14.911693,3.327143,79.08475,2.2602148,20.664673,16.31159,-2.4455998,1.3089308,11.104716,20.313412,54.860767,6.9529734,25.979902,0.6597888,59.06406
NA20800,0.15158466,27.013872,0.16080065,56.214695,3.2274768,0.85396355,3.6608841,5.6122456,52.310467,0.2467902,10.431961,47.220768,0.5316734,1.8414601,9.853476,7.429346,31.75488,14.824427,0.7662464,13.357106,87.15491,50.869556,4.601449,17.666088,0.06421742,19.331133,1.9852115,24.876406,4.420839,122.69926,0.17028871,22.366264,14.761345,20.072659,2.0381277,21.71689,24.217829,39.088047,8.3619375,34.100895,0.62887895,65.972824
NA20801,0.25293696,19.03711,0.27415663,38.94973,0.8707798,0.65806407,3.0966434,2.449283,35.739246,0.40018502,4.203872,51.48206,0.24802782,1.3266848,16.482517,5.369742,21.321712,8.3575735,1.9184554,13.058946,108.96798,38.608368,2.3487735,29.443605,0.04461222,11.705833,2.026074,24.742012,5.4537373,55.34251,0.57278484,33.634842,15.116049,0.21094652,1.3974893,14.65663,24.195925,35.50235,9.677373,25.693932,0.7263936,78.52056
NA20802,0.19060682,18.59086,0.2919659,36.76219,2.1472607,1.3022538,3.3701382,4.162045,37.210136,0.23945324,4.3707976,48.535896,0.24170113,1.6197631,30.78418,3.6397052,25.4241,9.72463,1.953737,11.815453,89.66857,51.528515,2.6682034,28.412275,0.028653063,15.438706,0.5504918,59.950947,0.8570706,60.989964,0.058916654,29.416698,14.490903,5.195216,1.5500994,15.034281,28.640253,30.816961,11.090278,22.71397,0.46819425,60.004154
NA20804,0.57967097,20.097824,0.23096277,40.14657,1.7356507,1.4091036,2.309674,6.3082776,34.7326,0.91442573,7.736042,41.074158,0.27634627,2.6112719,8.089992,4.8977895,24.1126,9.036705,1.3433955,13.559086,37.900204,44.656853,4.197452,16.78571,0.026119957,14.672722,0.83717597,25.133581,1.4091084,79.49456,0.28791493,19.140484,15.1771345,2.55349,1.4627374,21.22621,25.138395,29.710482,10.528316,31.02702,0.5311776,68.86649
NA20805,0.29274324,18.9108,0.08319573,35.871483,5.2883525,1.5288564,3.6921046,3.5066874,38.735237,0.27557576,6.8796115,48.242798,0.77428085,2.4129107,11.113525,4.7016697,32.924732,14.632805,1.3965145,10.78536,48.042732,34.78865,4.231781,25.936481,0.009910446,13.574105,0.25319695,21.099138,1.4606272,78.98105,-0.02768136,28.876911,18.073092,6.501343,2.0495687,16.932278,25.261215,28.30848,10.223934,26.069767,0.25275886,66.494576
NA20806,0.38802922,18.895243,0.05593511,43.0789,3.5474658,1.3632563,3.638293,3.8083084,34.288277,0.46657383,9.2170725,50.3836,0.41439974,2.0260909,33.901905,5.5511208,24.915213,9.771574,1.8140984,12.366032,66.22412,31.044542,4.056468,33.47054,0.06502382,11.206687,0.8881406,45.841614,1.9096338,62.81485,0.18432371,12.829879,15.477589,5.0897474,1.6064438,27.046999,22.617592,34.917416,9.890075,32.889057,0.65583736,76.76112
NA20807,0.69266224,19.932297,0.19854341,35.69844,2.7697053,0.5138065,2.911137,4.7877083,33.791805,0.3013759,4.652258,48.71234,0.4427421,2.6925812,4.840066,8.191781,27.189804,18.303005,1.3303375,14.664786,83.65061,39.069168,2.230585,21.056576,0.030448698,14.36431,0.6574017,48.70642,3.2776456,70.5774,0.07987024,13.8662815,14.248472,7.962398,1.7790263,18.201336,26.67505,36.860706,9.414911,28.88467,0.46587712,54.847076
NA20808,-0.059518036,22.830122,0.12992138,34.984592,3.331367,1.1917968,3.2414956,3.4416285,25.183298,0.23918869,6.9864316,54.659554,0.7693788,2.7380822,9.807437,7.7868958,27.90531,12.020885,1.7983912,10.677055,42.740025,25.131777,4.0825853,26.469566,0.040729757,16.349737,2.1880078,72.75942,3.632872,81.725044,0.24334413,24.31402,17.634052,1.5251532,1.7609214,19.41421,23.534288,36.29052,7.7795267,31.11498,0.39824855,63.839085
NA20809,0.53733504,23.167261,0.09630823,44.789944,2.3220775,1.2759924,7.3510613,4.4249134,10.657073,0.9225934,6.289,51.944664,0.3096367,2.2554197,5.059529,12.911374,29.986193,10.837463,1.4087825,16.062931,60.173542,29.17557,1.6219041,28.921015,0.021412203,14.714361,1.9895483,82.20895,1.8178082,79.971954,0.82432073,9.713453,16.649357,0.3925324,1.590778,14.893827,34.172813,38.970142,9.865374,33.235092,0.36138645,72.090805
NA20811,0.30507603,21.372873,0.16160926,37.874577,2.7238243,0.7346152,4.360518,4.9513884,34.98635,1.415035,5.911203,48.375584,0.3502895,1.8405273,5.2511086,7.915548,28.68795,18.6285,1.4305593,13.535442,99.95984,27.107946,2.300256,30.261839,0.036765013,12.625184,1.7138201,15.423791,2.4386916,73.25474,0.3662113,30.528873,14.210967,4.5904846,2.039222,24.429842,24.379068,32.5334,8.693521,34.176945,0.6685708,84.0768
NA20812,0.31376418,20.72326,0.4170147,41.870777,3.1904593,1.287941,4.9248786,4.0856347,50.977055,0.90992254,13.45839,53.031487,0.18848582,2.4975564,4.6866393,6.5215354,32.443886,14.484754,0.30153024,14.154789,69.90345,37.958466,2.930334,43.58076,0.020347986,13.661221,0.71181935,23.785658,3.8174412,61.034515,0.07876411,25.587086,14.906668,1.0958543,2.0813086,23.298172,25.064262,32.60168,12.107293,37.534412,0.7535299,70.47496
NA20814,0.13744672,20.988253,0.16089894,41.36202,4.345679,0.79762185,2.0747576,3.4339914,27.400587,0.22070724,3.9271586,43.017006,0.3461247,2.3670368,7.69416,4.781144,24.72135,10.331855,4.1741343,11.009286,67.247574,51.583065,2.4026585,26.07863,0.015623538,14.514586,0.6124692,54.29082,3.8167434,85.19185,0.13791661,32.333046,17.351215,3.0522387,2.5702574,22.149101,21.407938,34.511265,9.514606,28.76745,0.35145104,66.71459
